City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Port Hardy,CA,2021-02-07 08:49:03,50.6996,-127.4199,39.2,100,90,8.05
274,Rincon,US,2021-02-07 08:49:03,32.296,-81.2354,44.6,93,90,3.44
275,Wenling,CN,2021-02-07 08:40:33,28.3669,121.36,66.99,66,19,1.01
276,Ushtobe,KZ,2021-02-07 08:49:04,45.2514,77.9838,36.55,99,100,3.51
277,Oranjemund,NA,2021-02-07 08:40:41,-28.55,16.4333,70.48,66,37,14.9
278,Nampula,MZ,2021-02-07 08:49:04,-15.1165,39.2666,84.2,70,75,9.22
279,Soyo,AO,2021-02-07 08:49:04,-6.1349,12.3689,84.2,84,40,3.44
280,Maues,BR,2021-02-07 08:49:04,-3.3836,-57.7186,73.76,96,99,0.83
281,Anadyr,RU,2021-02-07 08:49:04,64.75,177.4833,-5.01,65,0,4.47
282,Izumo,JP,2021-02-07 08:49:04,35.3667,132.7667,50.0,71,75,5.75
283,Bemidji,US,2021-02-07 08:44:37,47.4736,-94.8803,-22.0,69,1,8.05
284,Altea,ES,2021-02-07 08:49:05,38.5989,-0.0514,55.99,82,49,4.07
285,Puri,IN,2021-02-07 08:49:05,19.8,85.85,87.8,27,0,5.75
286,Bonavista,CA,2021-02-07 08:40:41,48.6499,-53.1147,33.01,74,0,13.8
287,Manavalakurichi,IN,2021-02-07 08:39:52,8.1333,77.3,89.6,58,20,2.3
288,Bunbury,AU,2021-02-07 08:49:05,-33.3333,115.6333,61.0,89,98,5.99
289,Begoro,GH,2021-02-07 08:49:05,6.3871,-0.3774,79.57,76,98,2.68
290,Bandarbeyla,SO,2021-02-07 08:49:05,9.4942,50.8122,80.1,65,24,15.61
291,Pakxe,LA,2021-02-07 08:49:05,15.1167,105.7833,89.6,43,40,2.3
292,Bathsheba,BB,2021-02-07 08:40:11,13.2167,-59.5167,77.0,73,75,20.71
293,Ovre Ardal,NO,2021-02-07 08:49:06,61.3167,7.8,8.46,76,0,5.53
294,Kasama,ZM,2021-02-07 08:49:06,-10.2129,31.1808,73.47,85,70,7.78
295,Ancud,CL,2021-02-07 08:39:39,-41.8697,-73.8203,52.0,76,0,3.44
296,Talnakh,RU,2021-02-07 08:49:06,69.4865,88.3972,-28.07,71,0,2.53
297,Mazatlan,MX,2021-02-07 08:49:06,23.2167,-106.4167,60.01,93,90,3.44
298,Quillota,CL,2021-02-07 08:49:07,-32.8833,-71.2667,62.01,99,0,1.07
299,Juneau,US,2021-02-07 08:49:07,58.3019,-134.4197,12.0,85,20,6.29
300,Urengoy,RU,2021-02-07 08:49:07,65.9667,78.3667,-6.79,91,100,20.18
301,Kolda,SN,2021-02-07 08:49:07,12.8833,-14.95,66.2,52,0,6.91
302,Belaya Gora,RU,2021-02-07 08:49:07,68.5333,146.4167,-31.47,83,0,2.39
303,Jiexiu,CN,2021-02-07 08:49:07,37.0244,111.9125,47.1,44,100,1.97
304,Vila,PT,2021-02-07 08:49:07,42.0304,-8.1588,43.0,93,75,9.22
305,Kalemie,CD,2021-02-07 08:49:07,-5.9475,29.1947,79.11,70,46,4.27
306,Goundam,ML,2021-02-07 08:40:23,16.4145,-3.6708,71.56,22,100,20.78
307,Belle Fourche,US,2021-02-07 08:49:08,44.6714,-103.8522,3.99,84,90,4.61
308,Cidreira,BR,2021-02-07 08:39:33,-30.1811,-50.2056,66.18,78,0,11.18
309,Rabo De Peixe,PT,2021-02-07 08:49:08,37.8,-25.5833,60.8,88,75,19.57
310,Vaitape,PF,2021-02-07 08:40:40,-16.5167,-151.75,82.36,71,30,11.21
311,Bani,DO,2021-02-07 08:49:08,18.2833,-70.3333,73.99,80,99,3.0
312,Soldotna,US,2021-02-07 08:49:08,60.4878,-151.0583,12.99,85,90,4.61
313,Port-Cartier,CA,2021-02-07 08:49:08,50.0334,-66.8654,21.2,68,0,16.11
314,Saldanha,ZA,2021-02-07 08:39:35,-33.0117,17.9442,75.2,53,53,16.11
315,Ahome,MX,2021-02-07 08:49:08,25.9167,-109.1833,51.01,88,0,3.13
316,Swan Hill,AU,2021-02-07 08:49:09,-35.3378,143.5544,75.74,35,66,11.95
317,Iwanai,JP,2021-02-07 08:45:13,42.9744,140.5089,22.37,95,96,13.91
318,Cienaga,CO,2021-02-07 08:49:09,11.007,-74.2476,79.0,70,100,8.01
319,Plettenberg Bay,ZA,2021-02-07 08:40:10,-34.0527,23.3716,73.87,67,1,10.11
320,Srednekolymsk,RU,2021-02-07 08:49:09,67.45,153.6833,-9.18,85,100,7.16
321,Tautira,PF,2021-02-07 08:39:52,-17.7333,-149.15,75.2,73,75,3.44
322,San Juan,AR,2021-02-07 08:49:09,-31.5375,-68.5364,76.35,47,0,1.83
323,Naze,JP,2021-02-07 08:40:24,28.3667,129.4833,64.4,59,20,9.22
324,Marawi,PH,2021-02-07 08:35:22,7.9986,124.2928,79.0,89,100,1.01
325,Narimanov,RU,2021-02-07 08:49:09,46.6927,47.8498,30.2,69,40,15.66
326,Guatire,VE,2021-02-07 08:46:25,10.4762,-66.5427,75.2,78,20,1.59
327,Kavali,IN,2021-02-07 08:49:10,14.9167,79.9833,82.4,47,98,12.06
328,Henties Bay,NA,2021-02-07 08:49:10,-22.116,14.2845,66.0,88,98,5.01
329,Nyrob,RU,2021-02-07 08:49:10,60.733,56.7202,-6.36,90,100,7.83
330,Nipawin,CA,2021-02-07 08:45:08,53.3668,-104.0009,-27.4,75,1,10.36
331,Tecpan,GT,2021-02-07 08:49:10,14.7623,-90.9947,57.2,94,40,2.59
332,Raha,IN,2021-02-07 08:49:10,26.2333,92.5167,78.84,31,47,3.65
333,Yulara,AU,2021-02-07 08:39:32,-25.2406,130.9889,96.8,15,0,12.66
334,Birjand,IR,2021-02-07 08:48:18,32.8663,59.2211,66.2,10,75,9.22
335,Longyearbyen,SJ,2021-02-07 08:39:47,78.2186,15.6401,19.4,73,75,11.5
336,Huarmey,PE,2021-02-07 08:39:34,-10.0681,-78.1522,70.97,73,100,3.91
337,Scharnstein,AT,2021-02-07 08:49:11,47.9044,13.9601,35.01,95,100,8.99
338,Borovoy,RU,2021-02-07 08:49:11,55.4333,86.0833,33.8,86,75,17.9
339,Stokmarknes,NO,2021-02-07 08:49:11,68.5646,14.9108,30.99,90,89,1.01
340,Orange,US,2021-02-07 08:48:54,33.7,-117.7675,54.0,76,1,1.48
341,Lufilufi,WS,2021-02-07 08:49:11,-13.8745,-171.5986,78.8,94,90,10.36
342,Olafsvik,IS,2021-02-07 08:39:59,64.8945,-23.7142,33.55,85,0,14.94
343,Halifax,CA,2021-02-07 08:45:09,44.6453,-63.5724,30.2,80,14,8.05
344,Fernie,CA,2021-02-07 08:48:02,49.5,-115.0687,15.8,71,100,11.5
345,Zhangye,CN,2021-02-07 08:45:28,38.9342,100.4517,47.66,34,23,3.18
346,Tsimlyansk,RU,2021-02-07 08:49:12,47.6461,42.1019,23.07,79,4,12.59
347,San Lorenzo,PY,2021-02-07 08:49:12,-25.3333,-57.5333,64.4,88,0,3.44
348,Constitucion,CL,2021-02-07 08:40:13,-35.3333,-72.4167,55.53,92,12,6.67
349,Houston,US,2021-02-07 08:46:00,29.7633,-95.3633,48.99,76,1,13.8
350,Luanda,AO,2021-02-07 08:46:02,-8.8368,13.2343,80.6,78,75,5.75
351,Hudiksvall,SE,2021-02-07 08:49:12,61.729,17.1036,8.01,97,0,5.99
352,Neiafu,TO,2021-02-07 08:49:12,-18.65,-173.9833,80.94,84,100,16.98
353,Adrar,MR,2021-02-07 08:39:37,20.5022,-10.0711,54.82,45,9,13.73
354,Chumikan,RU,2021-02-07 08:49:13,54.7183,135.315,-4.32,85,100,14.85
355,Bosaso,SO,2021-02-07 08:49:13,11.2842,49.1816,78.8,73,40,10.36
356,Dolores,AR,2021-02-07 08:49:13,-36.3132,-57.6792,59.76,94,0,4.61
357,Vilhena,BR,2021-02-07 08:49:13,-12.7406,-60.1458,67.5,87,100,1.45
358,Merauke,ID,2021-02-07 08:49:13,-8.4667,140.3333,82.72,83,100,13.33
359,Taoudenni,ML,2021-02-07 08:49:13,22.6783,-3.9836,60.94,33,10,13.71
360,Adwa,ET,2021-02-07 08:49:13,14.1646,38.8955,72.7,22,0,4.85
361,Ubauro,PK,2021-02-07 08:49:13,28.1652,69.7289,84.61,12,0,6.4
362,Tigil,RU,2021-02-07 08:49:14,57.8,158.6667,31.5,95,86,22.77
363,State College,US,2021-02-07 08:49:14,40.7934,-77.86,19.99,58,75,2.48
364,Maniitsoq,GL,2021-02-07 08:39:58,65.4167,-52.9,31.6,79,0,27.63
365,Los Llanos De Aridane,ES,2021-02-07 08:46:31,28.6585,-17.9182,59.0,72,20,4.61
366,Wanning,CN,2021-02-07 08:49:14,18.8003,110.3967,73.18,76,15,11.05
367,Menongue,AO,2021-02-07 08:49:14,-14.6585,17.691,74.14,76,100,7.05
368,Maningrida,AU,2021-02-07 08:49:14,-12.0667,134.2667,81.16,79,100,11.56
369,Wuan,CN,2021-02-07 08:49:14,31.6836,112.0044,61.29,40,85,1.97
370,Ahipara,NZ,2021-02-07 08:39:41,-35.1667,173.1667,62.44,81,71,5.19
371,Quatre Cocos,MU,2021-02-07 08:39:41,-20.2078,57.7625,87.8,66,40,16.11
372,Kismayo,SO,2021-02-07 08:49:15,-0.3582,42.5454,83.68,63,17,15.64
373,Nivala,FI,2021-02-07 08:49:15,63.9167,24.9667,18.0,91,100,4.0
374,Souillac,MU,2021-02-07 08:39:49,-20.5167,57.5167,87.8,66,40,16.11
375,Kisangani,CD,2021-02-07 08:49:15,0.5167,25.2,86.81,35,0,4.05
376,Rubizhne,UA,2021-02-07 08:49:15,49.0123,38.3797,16.59,75,0,9.37
377,Dindori,IN,2021-02-07 08:49:16,22.95,81.0833,77.63,17,0,7.05
378,Hambantota,LK,2021-02-07 08:39:37,6.1241,81.1185,89.6,66,40,14.97
379,Manta,EC,2021-02-07 08:49:16,-0.95,-80.7333,77.0,83,75,3.44
380,Grindavik,IS,2021-02-07 08:39:55,63.8424,-22.4338,33.8,60,0,17.27
381,Eyl,SO,2021-02-07 08:49:16,7.9803,49.8164,84.42,50,45,18.41
382,Santa Cruz,BO,2021-02-07 08:46:48,-17.8,-63.1667,69.8,94,100,2.64
383,Sidi Bin Nur,TN,2021-02-07 08:49:16,35.5333,10.9167,62.6,67,20,4.61
384,Pacific Grove,US,2021-02-07 08:49:16,36.6177,-121.9166,50.0,87,1,5.66
385,Kawalu,ID,2021-02-07 08:36:16,-7.3817,108.2082,76.23,87,94,0.34
386,Ucluelet,CA,2021-02-07 08:39:38,48.9329,-125.5528,41.0,83,0,20.62
387,Ibotirama,BR,2021-02-07 08:49:17,-12.1853,-43.2206,69.19,96,100,1.48
388,Dodge City,US,2021-02-07 08:49:17,37.7528,-100.0171,15.01,92,90,9.22
389,Brokopondo,SR,2021-02-07 08:49:17,4.75,-55.1667,74.77,90,100,7.27
390,Biloela,AU,2021-02-07 08:49:17,-24.4167,150.5,81.84,69,100,2.55
391,Wegorzewo,PL,2021-02-07 08:49:17,54.2157,21.7372,9.75,94,35,5.91
392,Bat Yam,IL,2021-02-07 08:49:17,32.0231,34.7503,64.99,68,20,2.3
393,Dingle,PH,2021-02-07 08:38:50,10.9995,122.6711,80.04,85,37,11.7
394,Yerbogachen,RU,2021-02-07 08:49:18,61.2767,108.0108,12.06,95,100,8.52
395,Manado,ID,2021-02-07 08:49:18,1.487,124.8455,84.2,70,40,6.91
396,Sinnamary,GF,2021-02-07 08:35:26,5.3833,-52.95,77.02,87,97,13.02
397,Yar-Sale,RU,2021-02-07 08:49:18,66.8333,70.8333,-14.21,89,100,24.36
398,Corinto,GR,2021-02-07 08:49:18,37.9407,22.9573,63.0,46,72,2.28
399,Abnub,EG,2021-02-07 08:49:19,27.2696,31.1511,59.0,72,0,5.75
400,Erenhot,CN,2021-02-07 08:40:34,43.6475,111.9767,15.8,92,0,8.05
401,Markova,UA,2021-02-07 08:49:19,48.6758,24.4138,23.0,93,75,13.42
402,Tarnogskiy Gorodok,RU,2021-02-07 08:49:19,60.4997,43.5761,-13.63,86,98,10.49
403,Tual,ID,2021-02-07 08:49:19,-5.6667,132.75,83.75,79,100,17.38
404,Bundaberg,AU,2021-02-07 08:49:19,-24.85,152.35,82.99,65,54,14.97
405,Opunake,NZ,2021-02-07 08:49:19,-39.4556,173.8583,63.0,79,27,1.99
406,Koygorodok,RU,2021-02-07 08:49:19,60.445,50.9968,-12.6,89,100,10.42
407,Vostok,RU,2021-02-07 08:49:19,46.4856,135.8833,-9.22,91,100,3.0
408,Evensk,RU,2021-02-07 08:40:17,61.95,159.2333,18.97,82,100,29.68
409,Buraydah,SA,2021-02-07 08:49:20,26.326,43.975,59.0,88,0,17.27
410,Ko Samui,TH,2021-02-07 08:49:20,9.5357,99.9357,86.0,66,40,16.11
411,Blytheville,US,2021-02-07 08:44:23,35.9273,-89.919,32.0,80,90,20.71
412,Chifeng,CN,2021-02-07 08:49:20,42.2683,118.9636,10.69,85,0,4.9
413,Yumen,CN,2021-02-07 08:49:20,40.2833,97.2,45.3,36,75,9.69
414,Kotelnikovo,RU,2021-02-07 08:49:20,47.6317,43.1461,23.63,80,9,13.96
415,Arlit,NE,2021-02-07 08:49:20,18.7369,7.3853,77.47,15,68,11.39
416,Kudahuvadhoo,MV,2021-02-07 08:40:06,2.6708,72.8944,81.95,76,80,15.61
417,Cururupu,BR,2021-02-07 08:49:21,-1.8283,-44.8683,75.22,94,75,3.2
418,Necochea,AR,2021-02-07 08:49:21,-38.5473,-58.7368,61.0,83,99,6.67
419,Cayenne,GF,2021-02-07 08:40:00,4.9333,-52.3333,77.0,100,75,4.61
420,Airai,TL,2021-02-07 08:40:42,-8.9266,125.4092,66.4,100,100,2.1
421,Skjervoy,NO,2021-02-07 08:49:21,70.0311,20.9714,29.68,93,100,20.58
422,Povenets,RU,2021-02-07 08:49:21,62.8487,34.8262,2.1,92,99,3.83
423,Betulia,CO,2021-02-07 08:49:21,6.1128,-75.9838,57.2,94,75,3.44
424,Oranjestad,AW,2021-02-07 08:49:22,12.524,-70.027,77.0,83,20,17.27
425,Salvador,SV,2021-02-07 08:49:22,13.8333,-88.9167,73.4,73,0,2.3
426,Caririacu,BR,2021-02-07 08:49:22,-7.0422,-39.2836,77.0,65,20,2.21
427,Samana,DO,2021-02-07 08:49:22,19.2056,-69.3369,73.69,87,97,7.83
428,Severo-Kurilsk,RU,2021-02-07 08:39:33,50.6789,156.125,23.04,94,100,18.34
429,Daytona Beach,US,2021-02-07 08:47:05,29.2108,-81.0228,70.0,88,90,5.75
430,Riyadh,SA,2021-02-07 08:48:32,24.6877,46.7219,64.4,45,0,16.11
431,Flers,FR,2021-02-07 08:49:23,48.7372,-0.5747,39.2,81,75,11.5
432,Methoni,GR,2021-02-07 08:49:23,36.8197,21.7049,61.0,93,20,10.42
433,Labuhan,ID,2021-02-07 08:40:32,-6.8844,112.2051,82.69,78,100,18.88
434,Florianopolis,BR,2021-02-07 08:49:23,-27.6146,-48.5012,64.99,94,0,3.44
435,Husavik,IS,2021-02-07 08:49:23,66.0449,-17.3389,30.2,86,40,3.44
436,Half Moon Bay,US,2021-02-07 08:39:52,37.4636,-122.4286,50.0,71,1,0.58
437,Parkes,AU,2021-02-07 08:49:23,-33.1333,148.1833,73.72,50,10,7.7
438,Port Hedland,AU,2021-02-07 08:49:23,-20.3167,118.5667,87.8,55,0,18.41
439,Limbang,MY,2021-02-07 08:49:24,4.75,115.0,86.0,70,75,10.36
440,Kaeo,NZ,2021-02-07 08:39:08,-35.1,173.7833,64.99,78,36,3.0
441,Kahului,US,2021-02-07 08:37:01,20.8947,-156.47,68.0,73,20,3.44
442,Zhigalovo,RU,2021-02-07 08:49:24,54.8097,105.1578,20.3,95,100,2.93
443,Toktogul,KG,2021-02-07 08:49:24,41.8708,72.9402,21.99,80,100,0.67
444,Kiknur,RU,2021-02-07 08:49:24,57.3034,47.2011,-3.28,89,100,14.2
445,Sur,OM,2021-02-07 08:40:15,22.5667,59.5289,76.37,45,0,13.4
446,Isangel,VU,2021-02-07 08:40:28,-19.55,169.2667,79.43,76,75,4.41
447,Coahuayana,MX,2021-02-07 08:39:57,18.7333,-103.6833,69.28,87,31,3.13
448,Panorama,GR,2021-02-07 08:49:25,40.5878,23.0315,55.0,100,90,2.13
449,Hofn,IS,2021-02-07 08:49:25,64.2539,-15.2082,34.18,89,100,16.2
450,Beyneu,KZ,2021-02-07 08:39:50,45.3167,55.2,45.32,56,95,15.19
451,Stromness,GB,2021-02-07 08:46:54,58.965,-3.296,33.8,69,90,18.41
452,Pangkalanbuun,ID,2021-02-07 08:49:25,-2.6833,111.6167,85.77,73,96,3.29
453,Port Lincoln,AU,2021-02-07 08:40:00,-34.7333,135.8667,62.94,71,5,14.74
454,Salisbury,GB,2021-02-07 08:49:25,51.0693,-1.7957,37.0,87,75,18.41
455,Salekhard,RU,2021-02-07 08:49:26,66.53,66.6019,-19.91,87,100,29.77
456,Cockburn Town,TC,2021-02-07 08:40:00,21.4612,-71.1419,77.2,78,76,22.79
457,Naron,ES,2021-02-07 08:49:26,43.5167,-8.1528,44.01,100,75,6.91
458,Arifwala,PK,2021-02-07 08:49:26,30.294,73.0735,79.95,16,0,5.48
459,Selimpasa,TR,2021-02-07 08:49:26,41.0558,28.379,57.2,72,0,3.44
460,Sinop,TR,2021-02-07 08:46:03,41.7711,34.8709,55.6,47,99,3.09
461,Khuzdar,PK,2021-02-07 08:49:26,27.7384,66.6434,72.54,14,0,5.91
462,Turukhansk,RU,2021-02-07 08:49:26,65.8167,87.9833,-3.01,89,100,11.03
463,Hirara,JP,2021-02-07 08:49:27,24.8,125.2833,73.4,78,75,11.5
464,Goderich,CA,2021-02-07 08:40:15,43.7501,-81.7165,19.4,86,100,14.97
465,Antalaha,MG,2021-02-07 08:49:27,-14.9003,50.2788,84.9,64,36,6.82
466,San Julian,MX,2021-02-07 08:49:27,21.0167,-102.1667,52.38,44,31,3.15
467,Bilibino,RU,2021-02-07 08:49:27,68.0546,166.4372,-4.52,72,0,3.69
468,Rosarito,MX,2021-02-07 08:49:27,32.3333,-117.0333,54.0,87,90,2.98
469,Upington,ZA,2021-02-07 08:49:27,-28.4478,21.2561,82.4,51,0,4.61
470,Bowen,AU,2021-02-07 08:49:27,-20.0167,148.2333,84.2,70,100,9.22
471,Maun,BW,2021-02-07 08:49:28,-19.9833,23.4167,80.6,78,40,11.5
472,Berlevag,NO,2021-02-07 08:39:32,70.8578,29.0864,24.31,93,100,21.97
473,Medea,DZ,2021-02-07 08:49:28,36.2642,2.7539,57.2,77,40,10.36
474,Ugoofaaru,MV,2021-02-07 08:49:28,5.6667,73.0,81.84,74,93,11.23
475,Togitsu,JP,2021-02-07 08:49:28,32.8333,129.85,57.2,62,20,6.91
476,Namatanai,PG,2021-02-07 08:36:03,-3.6667,152.4333,81.79,77,33,6.13
477,Paramirim,BR,2021-02-07 08:49:28,-13.4425,-42.2389,69.33,92,100,2.48
478,Doha,QA,2021-02-07 08:48:22,25.2867,51.5333,81.0,41,0,11.5
479,Tabou,CI,2021-02-07 08:49:29,4.423,-7.3528,81.37,81,97,5.88
480,Mokhsogollokh,RU,2021-02-07 08:49:29,61.4681,128.9203,-31.79,84,48,4.27
481,Deputatskiy,RU,2021-02-07 08:35:33,69.3,139.9,-30.5,85,3,0.74
482,Mungwi,ZM,2021-02-07 08:49:29,-10.1732,31.3694,73.72,84,77,7.65
483,Nanortalik,GL,2021-02-07 08:49:29,60.1432,-45.2371,32.05,89,69,6.46
484,Raudeberg,NO,2021-02-07 08:40:36,61.9875,5.1352,19.99,73,0,8.05
485,Santa Maria,BR,2021-02-07 08:35:53,-29.6842,-53.8069,60.24,82,0,1.45
486,Banda Aceh,ID,2021-02-07 08:45:07,5.5577,95.3222,86.2,65,64,6.93
487,Svetlogorsk,BY,2021-02-07 08:40:19,52.6333,29.7333,5.56,90,25,4.68
488,Maceio,BR,2021-02-07 08:40:18,-9.6658,-35.7353,73.4,100,40,5.75
489,Vitim,RU,2021-02-07 08:49:30,59.4511,112.5578,9.73,93,100,9.93
490,Broome,US,2021-02-07 08:39:59,42.2506,-75.833,19.4,45,1,5.75
491,Waddan,LY,2021-02-07 08:40:36,29.1614,16.139,73.42,19,100,14.72
492,Hammerfest,NO,2021-02-07 08:39:38,70.6634,23.6821,25.45,93,100,16.17
493,Fairbanks,US,2021-02-07 08:39:14,64.8378,-147.7164,-4.0,84,90,2.84
494,Burnie,AU,2021-02-07 08:49:31,-41.0667,145.9167,66.99,85,0,5.01
495,Payyannur,IN,2021-02-07 08:49:31,12.1,75.2,89.94,31,15,10.25
496,Llanes,ES,2021-02-07 08:49:31,43.4198,-4.7549,43.0,99,97,7.43
497,Yurimaguas,PE,2021-02-07 08:49:31,-5.9,-76.0833,71.92,96,95,0.67
498,Tromso,NO,2021-02-07 08:49:31,69.6496,18.957,28.4,93,90,10.36
499,Port Hawkesbury,CA,2021-02-07 08:49:31,45.6169,-61.3485,28.4,69,75,21.85
500,Hvide Sande,DK,2021-02-07 08:49:31,56.0045,8.1294,25.0,80,40,12.66
501,Ingham,US,2021-02-07 08:49:31,42.6,-84.3833,14.0,85,90,3.44
502,Comodoro Rivadavia,AR,2021-02-07 08:49:31,-45.8667,-67.5,55.4,82,75,2.3
503,Omsukchan,RU,2021-02-07 08:49:31,62.5333,155.8,-1.17,87,100,10.49
504,Edd,ER,2021-02-07 08:39:52,13.9297,41.6925,77.36,63,26,11.99
505,Mnogovershinnyy,RU,2021-02-07 08:49:32,53.9353,139.9242,1.67,95,100,9.33
506,Jarvenpaa,FI,2021-02-07 08:49:32,60.4737,25.0899,18.0,86,20,10.36
507,Zhigansk,RU,2021-02-07 08:40:25,66.7697,123.3711,-29.85,82,100,15.86
508,Cervo,ES,2021-02-07 08:49:32,43.6702,-7.4101,37.99,100,100,7.0
509,Pontianak,ID,2021-02-07 08:49:32,-0.0333,109.3333,86.0,70,75,11.5
510,Baykit,RU,2021-02-07 08:40:39,61.67,96.37,24.94,95,100,3.96
511,Makakilo City,US,2021-02-07 08:39:48,21.3469,-158.0858,68.0,68,1,4.61
512,Union City,US,2021-02-07 08:48:43,37.5958,-122.0192,52.0,66,1,1.61
513,Grimshaw,CA,2021-02-07 08:49:33,56.1834,-117.6027,-38.2,60,1,9.22
514,Tuatapere,NZ,2021-02-07 08:40:10,-46.1333,167.6833,55.45,89,72,0.83
515,Yei,SS,2021-02-07 08:49:33,4.095,30.6779,88.07,12,4,6.8
516,Kavaratti,IN,2021-02-07 08:40:17,10.5669,72.642,81.86,63,1,7.94
517,Lishu,CN,2021-02-07 08:40:22,43.3047,124.3278,5.83,92,0,5.93
518,Ranong,TH,2021-02-07 08:49:33,9.9658,98.6348,93.2,43,20,11.5
519,Flinders,AU,2021-02-07 08:49:33,-34.5833,150.8552,72.0,75,22,4.0
520,Mattru,SL,2021-02-07 08:39:54,7.6244,-11.8332,80.38,69,42,3.06
521,Jamshedpur,IN,2021-02-07 08:49:34,22.8,86.1833,77.0,33,0,2.3
522,Hami,CN,2021-02-07 08:49:34,42.8,93.45,45.21,47,0,6.82
523,Mildura,AU,2021-02-07 08:49:34,-34.2,142.15,80.6,24,44,10.36
524,Dicabisagan,PH,2021-02-07 08:39:44,17.0818,122.4157,79.25,78,73,6.4
525,Balagansk,RU,2021-02-07 08:49:34,54.0103,103.0544,10.71,93,98,5.03
526,Asfi,MA,2021-02-07 08:49:34,32.2994,-9.2372,58.41,66,1,3.11
527,Taywarah,AF,2021-02-07 08:49:34,33.35,64.4167,48.61,38,0,7.38
528,Woerden,NL,2021-02-07 08:49:34,52.0833,4.8833,26.01,95,100,11.99
529,Sao Felix Do Xingu,BR,2021-02-07 08:40:25,-6.6447,-51.995,71.19,95,99,1.72
530,Anton Lizardo,MX,2021-02-07 08:49:35,19.05,-95.9833,75.99,64,49,10.0
531,Jalu,LY,2021-02-07 08:40:04,29.0331,21.5482,71.06,26,66,13.87
532,Cameron Park,US,2021-02-07 08:49:35,38.6688,-120.9872,46.99,77,47,1.99
533,Mersing,MY,2021-02-07 08:49:35,2.4312,103.8405,86.0,74,40,11.5
534,Kununurra,AU,2021-02-07 08:49:35,-15.7667,128.7333,86.0,84,75,5.75
535,Ghorawal,IN,2021-02-07 08:49:35,24.7667,82.7833,74.1,25,0,8.3
536,Xianyang,CN,2021-02-07 08:49:36,34.3378,108.7026,59.0,18,0,8.95
537,Bereda,ES,2021-02-07 08:39:40,43.2686,-7.5406,37.99,100,100,8.99
538,Port Shepstone,ZA,2021-02-07 08:47:04,-30.7414,30.455,80.69,74,89,14.88
539,College,US,2021-02-07 08:47:23,64.8569,-147.8028,-4.0,71,90,2.89
540,Fez,MA,2021-02-07 08:45:23,34.0372,-4.9998,48.2,76,75,18.41
541,Mandan,US,2021-02-07 08:49:36,46.8267,-100.8896,-13.0,76,75,5.75
542,Jumla,NP,2021-02-07 08:40:34,29.2747,82.1838,57.45,29,0,4.27
543,Hovd,MN,2021-02-07 08:49:36,48.0056,91.6419,19.53,81,63,3.85
544,Seoul,KR,2021-02-07 08:46:51,37.5683,126.9778,44.6,26,0,12.66
545,Kenai,US,2021-02-07 08:49:18,60.5544,-151.2583,12.99,92,90,11.5
546,Saint-Pierre,RE,2021-02-07 08:40:18,-21.3393,55.4781,87.8,62,0,11.5
547,Pangai,TO,2021-02-07 08:49:37,-19.8,-174.35,80.85,84,100,14.9
